violation_id,car_plate,camera_id_start,camera_id_end,timestamp_start,timestamp_end,speed_reading
f6bd1cf1-9236-4f21-a6d5-13210d0599e8,AY 236,1,2,2016-11-11T08:01:08,2016-11-11T08:01:32.339381,147.9
e06b21c6-1e39-4fb7-b161-f49d24b6d7bb,HC 55,1,2,2016-05-04T08:31:42,2016-05-04T08:32:10.455338,126.5
c7cf9fd9-3dd6-410e-8761-53376d9bf73d,ZXA 8,1,2,2015-01-05T08:51:00,2015-01-05T08:51:24.939517,144.3
aeaeda1b-ec23-4c5f-a887-2a126ea2682a,NLR 300,1,2,2017-11-16T08:57:57,2017-11-16T08:58:21.933015,144.4
da0e49e8-05b0-4eb9-9237-540a0aeae445,CM 99,1,2,2019-05-26T08:23:12,2019-05-26T08:23:43.334618,114.9
c1f8cda5-ac78-4e2d-a932-cba84c4b7a8c,HR 582,1,2,2020-06-28T08:20:36,2020-06-28T08:21:03.580766,130.5
0aa78844-c456-45af-8eb2-aa796be1b175,ML 22,2,3,2016-03-28T08:58:17.820788,2016-03-28T08:58:51.289226,107.6
cf586ddb-802b-4c9a-bc59-f13ae5f9f96e,YON 910,1,2,2017-01-27T08:56:51,2017-01-27T08:57:17.355073,136.6
6e02969c-ee23-48dc-a1b6-90448946e993,SY 9,1,2,2015-07-15T08:54:58,2015-07-15T08:55:30.685252,110.1
b2890146-dac6-456d-807d-0dd035a10363,HOV 3,2,3,2016-04-02T08:20:38.197503,2016-04-02T08:21:17.292700,92.1
2e976ac9-9665-4b1b-9a41-cae9a93692a4,NC 783,2,3,2019-05-28T08:28:37.328315,2019-05-28T08:29:10.105788,109.8
1e6ae33c-c957-438c-8c1d-ea1342703f26,GLZ 257,2,3,2015-06-10T08:44:03.655896,2015-06-10T08:44:38.527999,103.2
147087fb-46ce-4078-b938-d127df577e67,DB 4,2,3,2016-07-19T08:38:04.713424,2016-07-19T08:38:38.483819,106.6
0594014e-d7c9-4b0c-bc47-34151e1c06b8,WUS 899,1,2,2018-11-28T08:21:03,2018-11-28T08:21:28.543082,140.9
6e0e99b2-5f17-48d7-a690-e7403210654a,EE 567,1,2,2015-10-11T08:17:24,2015-10-11T08:17:51.353763,131.6
319fd4c5-ae36-4c23-973b-ff5e6ce5418f,GIB 62,1,2,2020-08-02T08:40:32,2020-08-02T08:41:00.998538,124.1
3855d87c-be53-44dd-a362-4d90274803d0,FD 280,1,2,2016-08-01T08:27:35,2016-08-01T08:27:58.714397,151.8
0a550669-b1cc-4c45-8dda-d1da579c9580,EM 28,1,2,2020-12-27T08:05:42,2020-12-27T08:06:08.471555,136.0
3e9073c8-b14c-4dbf-8483-78b0495fbb22,YG 328,1,2,2016-11-29T08:57:44,2016-11-29T08:58:09.589591,140.7
a45bff0a-dff3-4c87-9bd9-c7c2826a6158,NA 8026,2,3,2015-11-13T08:53:24.196584,2015-11-13T08:54:03.238569,92.2
4a548830-48a4-4dff-89d0-22d9d0048fc8,EHE 9,1,2,2018-07-21T08:13:37,2018-07-21T08:14:08.376855,114.7
2d641e20-6475-49d4-83e3-cc03efa77569,WRG 6669,1,2,2015-07-08T08:54:32,2015-07-08T08:54:57.361412,141.9
3b72a0c0-d240-4dba-b2cf-23440ea88ce9,HRT 8,1,2,2016-08-07T08:43:49,2016-08-07T08:44:15.532640,135.7
9ef1e8ae-3764-43fb-ab83-37256d19a975,EZ 2078,1,2,2015-10-05T08:43:56,2015-10-05T08:44:25.627014,121.5
f8de174e-c280-4055-b876-d3feaffaf8b9,PZ 7901,1,2,2016-05-24T08:55:58,2016-05-24T08:56:21.431343,153.6
13e38e94-9a71-4ed6-b556-48392bc9f0d2,CRS 61,1,2,2020-08-19T08:22:51,2020-08-19T08:23:23.370489,111.2
1952e360-0456-4fc2-a668-1f54942576eb,ODB 2,2,3,2019-12-27T08:37:01.154996,2019-12-27T08:37:41.112784,90.1
dd412321-58bd-4773-ba41-1f30f9a06e86,JKM 95,1,2,2018-10-04T08:54:37,2018-10-04T08:55:00.678782,152.0
acdbd39c-6bc9-405d-a47c-1e96f80fbc17,CB 0,1,2,2020-07-24T08:32:58,2020-07-24T08:33:28.616578,117.6
45e6e0e5-a270-485c-8593-4a850882bf92,GX 201,1,2,2017-01-27T08:59:00,2017-01-27T08:59:32.070732,112.3
7e7fa600-70e4-4ac0-a032-463b55c6a563,HZ 826,1,2,2015-04-26T08:37:56,2015-04-26T08:38:25.040285,124.0
3c93b4bf-0738-4f50-b7b5-7dde53ea9c88,TZR 4844,1,2,2018-03-27T08:54:37,2018-03-27T08:55:01.793125,145.2
b907fc25-82fb-4500-a22e-9f5738813454,XBM 04,2,3,2018-02-02T08:42:22.533321,2018-02-02T08:42:57.560975,102.8
52738abe-7b5a-48fd-a323-cb7a7c9d7f8e,IC 297,1,2,2016-08-02T08:59:35,2016-08-02T09:00:02.169524,132.5
10a7af39-b4e4-4448-9ae9-5bea982a6378,TE 4,2,3,2015-09-01T08:51:46.200023,2015-09-01T08:52:18.652843,110.9
bd571b30-1bec-4d88-aa3f-e04db5db78c0,GYI 5,1,2,2018-09-06T08:51:32,2018-09-06T08:52:03.645613,113.8
3ac2e2b9-8bd5-4418-88d5-7396c27d0829,XOB 174,2,3,2018-01-31T08:52:53.709923,2018-01-31T08:53:33.546442,90.4
15ff7ae2-5e84-4e2f-9e66-e05a58364197,UP 7855,2,3,2015-05-14T08:46:43.820381,2015-05-14T08:47:19.399322,101.2
bbcb02f2-9fc2-46d5-be40-9b76375d48dc,CH 7,1,2,2015-07-01T08:52:37,2015-07-01T08:53:01.360298,147.8
76940a1c-0f72-40f3-8936-77131d31e94b,NK 225,2,3,2018-06-30T08:16:45.751472,2018-06-30T08:17:25.326442,91.0
82630424-896d-4f8b-93b9-21927bac9ae3,WT 211,1,2,2017-03-26T08:45:20,2017-03-26T08:45:44.109636,149.3
191814ca-881a-43e6-a46f-e73cb887aaa6,REH 2214,1,2,2020-06-11T08:03:14,2020-06-11T08:03:43.602270,121.6
0cdd5911-7c4a-4e15-ba30-ce7f124b1a46,PMA 972,2,3,2020-12-27T08:43:17.988381,2020-12-27T08:43:53.797382,100.5
ff3893eb-02d1-41ef-941a-a00d4625784f,XM 01,1,2,2016-12-15T08:46:45,2016-12-15T08:47:15.819516,116.8
52a28818-8a9d-46d0-aa53-423da5f1a29f,ZD 25,1,2,2017-09-30T08:26:50,2017-09-30T08:27:18.855693,124.8
27e766cf-f4aa-44fc-9f65-96abc37b33b1,QA 1813,2,3,2016-10-24T08:14:37.086091,2016-10-24T08:15:16.641495,91.0
59b79a89-288f-4fe1-96d1-d1139e1c7264,CY 9400,1,2,2019-09-26T08:30:50,2019-09-26T08:31:14.478619,147.1
259015fa-d8d1-4008-8ec0-1a05597c03d0,FB 07,1,2,2017-05-09T08:52:18,2017-05-09T08:52:48.648827,117.5
6b77293e-a05b-4018-b22a-997e75b323aa,NL 39,1,2,2016-11-22T08:04:36,2016-11-22T08:05:01.676767,140.2
a0c7f487-387f-4859-bbfb-7382cd3c90ad,BXM 99,1,2,2020-01-09T08:50:38,2020-01-09T08:51:02.220189,148.6
4b6430d6-cad6-4be7-a5c7-e08bbfcd3600,GPE 285,1,2,2015-04-14T08:06:48,2015-04-14T08:07:16.355514,127.0
b2653978-b6fa-4a52-9fbc-f69d0805f49a,PC 7918,1,2,2015-12-02T08:29:47,2015-12-02T08:30:15.085893,128.2
f10df29e-f96d-4176-b03d-6f82847e864b,OQT 55,1,2,2020-07-22T08:20:17,2020-07-22T08:20:42.869532,139.2
2c8cd9e7-efaf-4c6d-b503-6381005de5eb,WY 3008,1,2,2017-03-27T08:34:40,2017-03-27T08:35:03.719845,151.8
d7e9ca2c-bcf7-46ba-8ca1-2684d3103824,GII 166,1,2,2020-09-22T08:17:17,2020-09-22T08:17:43.494735,135.9
fba321c0-3a29-4684-9d67-61558921cc18,VJ 4,2,3,2017-06-20T08:44:47.775041,2017-06-20T08:45:26.202254,93.7
6bc84c0e-2447-44de-9003-978a0d5c008f,DE 5,1,2,2020-09-14T08:36:50,2020-09-14T08:37:17.378033,131.5
7668335f-dcd6-4eb5-9e5d-79b6620beca2,OT 9,1,2,2019-09-09T08:16:59,2019-09-09T08:17:26.043739,133.1
aed35c64-21f7-40a2-bb66-1966da7e55cd,HOS 60,1,2,2016-07-31T08:31:10,2016-07-31T08:31:41.761760,113.3
73cc2c68-8b22-44f6-8624-78a9eac18f88,YMH 6042,1,2,2016-04-29T08:03:54,2016-04-29T08:04:16.670471,158.8
aa244893-bad3-420a-af9a-1b80605359f0,NJK 40,2,3,2018-04-23T08:09:30.022632,2018-04-23T08:10:09.211270,91.9
9e7216aa-03ac-4dbb-befb-f442fe6875a8,PC 7639,1,2,2016-02-09T08:40:11,2016-02-09T08:40:39.107420,128.1
e53f381c-c7e7-4190-adf5-2f1ef7bf96a7,RFQ 601,1,2,2018-07-19T08:09:57,2018-07-19T08:10:23.783210,134.4
9a68631f-90f1-4665-ac2d-5519e5b7ad10,UJ 6083,1,2,2016-11-23T08:56:09,2016-11-23T08:56:37.357235,127.0
f0ccc440-e3f1-499b-a8e0-d74b1175f11e,GAZ 8,2,3,2017-12-06T08:38:08.821989,2017-12-06T08:38:44.943415,99.7
5b1a715d-c10c-4960-9f1c-688016613548,PZQ 95,2,3,2015-02-24T08:36:49.381510,2015-02-24T08:37:22.128819,109.9
48c444d5-c0d4-43db-b940-ba85c790fd3a,OHJ 5750,2,3,2020-03-27T08:17:11.890940,2020-03-27T08:17:49.165866,96.6
ca148829-79d1-4a90-be7d-ccc543c9d5e1,VD 1477,1,2,2016-07-30T08:21:47,2016-07-30T08:22:17.450084,118.2
8f340703-bb22-4f38-afd9-0d3652486885,QVI 5598,1,2,2018-12-10T08:33:55,2018-12-10T08:34:19.181118,148.9
6a672b2a-e5f1-4cb1-af80-382f5da774fe,UWD 855,1,2,2018-05-10T08:24:39,2018-05-10T08:25:02.733525,151.7
62d73e86-bc72-41f1-8ccd-38dd342df7bb,NT 785,2,3,2019-08-24T08:43:06.174506,2019-08-24T08:43:39.153190,109.2
ebc71776-0592-4cbd-af32-8967cb5412c3,OTQ 3,1,2,2018-01-18T08:14:17,2018-01-18T08:14:40.448476,153.5
9553ccd1-1d23-4646-92a2-f792e5e4f498,FCP 996,1,2,2020-02-26T08:46:59,2020-02-26T08:47:26.295279,131.9
0072c0f3-2327-4520-8187-b536969308cf,GBP 731,1,2,2020-02-02T08:08:46,2020-02-02T08:09:18.670514,110.2
cb72282c-bcf4-4bf6-8f36-042cf5553ffe,BA 0,1,2,2017-08-29T08:44:21,2017-08-29T08:44:47.416903,136.3
97f7293f-43d6-485b-97b8-990658103b05,WW 3,1,2,2017-10-24T08:17:25,2017-10-24T08:17:56.544835,114.1
9966a16f-698b-4d5e-85a5-c6ff03644ca8,MZF 231,1,2,2016-08-16T08:37:44,2016-08-16T08:38:10.255217,137.1
9e6f5086-335c-4252-b3b0-a1bac38f2605,TQJ 8,1,2,2015-07-13T08:54:44,2015-07-13T08:55:09.295425,142.3
a5402171-ca8a-4664-a2cd-7bb87acc0e06,EC 4,1,2,2018-05-11T08:37:33,2018-05-11T08:37:57.520837,146.8
1b5f2140-e633-40a1-b1bd-8027a77a2123,XCC 09,1,2,2016-07-06T08:07:43,2016-07-06T08:08:09.697416,134.8
a5b25f6a-6f87-44c0-89eb-c50a735641b9,QLE 7,1,2,2020-06-19T08:39:45,2020-06-19T08:40:09.727759,145.6
609a5570-d495-4a62-9baa-84d18ac6cc8e,NRF 2,2,3,2017-11-01T08:08:36.452043,2017-11-01T08:09:11.154853,103.7
072eb3a7-fdc0-4f3f-8ac1-11bf03e8fd14,OY 08,1,2,2016-08-02T08:30:12,2016-08-02T08:30:36.226708,148.6
f7a424a7-c0dc-4035-aee3-70d288d75fba,NW 3,1,2,2015-10-25T08:08:41,2015-10-25T08:09:08.114066,132.8
d54eb2f5-7174-4ff5-a87c-5adb0a45b770,BKR 528,2,3,2017-06-21T08:30:21.609252,2017-06-21T08:30:57.114013,101.4
a4260193-71ea-4ccd-bf20-f470eaa1c5df,MWD 3894,1,2,2020-10-02T08:22:26,2020-10-02T08:22:58.651593,110.3
db4557f4-bb52-46ae-ac92-3b2b8e4513f5,WX 2585,2,3,2020-09-04T08:49:47.845920,2020-09-04T08:50:25.237162,96.3
33be55d7-9236-49b2-b2da-9cb1cfb83df0,AS 5,2,3,2019-11-24T08:17:02.012742,2019-11-24T08:17:36.507455,104.4
38e77759-edb4-45b7-94f2-fe51b6be8778,CC 990,2,3,2019-04-07T08:27:46.385335,2019-04-07T08:28:16.732215,118.6
0b01b776-bac8-4da2-9229-c9a67f1032d0,ITG 75,1,2,2020-09-28T08:29:00,2020-09-28T08:29:24.069000,149.6
6deb82d9-a2aa-4a42-90e4-0ce5e9304c39,UZF 5,1,2,2018-09-11T08:45:17,2018-09-11T08:45:47.855109,116.7
8769f201-1f07-4c4d-95f8-d2dff18c39cc,HS 09,2,3,2017-02-01T08:13:53.379133,2017-02-01T08:14:29.031274,101.0
d2bbbc6a-099e-4d7a-b40d-ff258e4c2141,CTX 780,1,2,2019-03-06T08:43:29,2019-03-06T08:43:56.770572,129.6
af0679fc-1145-4064-931a-8443338329b1,IF 429,1,2,2019-10-23T08:04:38,2019-10-23T08:05:09.362853,114.8
1b03ef7e-eb03-467b-bbba-122412663ac7,YL 2750,1,2,2020-10-23T08:52:35,2020-10-23T08:53:05.235132,119.1
74df6698-c7ed-4e0d-9a2f-6c2f9d1b8349,CGE 2939,1,2,2018-06-09T08:11:52,2018-06-09T08:12:23.960685,112.6
29b3150e-6336-4563-ad57-fbe0cb1ac325,JSV 026,1,2,2016-06-28T08:13:32,2016-06-28T08:13:58.440617,136.2
fa35a364-7583-43e1-a696-3fa798ca671b,IK 94,1,2,2018-01-07T08:40:05,2018-01-07T08:40:36.163666,115.5
3a77257f-784a-4124-81d8-8c26720bdb14,TA 158,2,3,2016-04-09T08:56:26.838620,2016-04-09T08:57:03.476074,98.3
f0a11aa8-1bb9-47fb-9a63-df821f317edf,VXK 69,1,2,2019-07-14T08:12:46,2019-07-14T08:13:17.328998,114.9
6a3f7992-eb9d-4d1b-bd82-42039be00ee3,ATJ 39,2,3,2020-08-31T08:20:19.940289,2020-08-31T08:20:51.717833,113.3
602f0ff4-8a6c-4809-a9ca-7fed5c79188c,WU 3,2,3,2017-04-03T08:46:06.955541,2017-04-03T08:46:40.905989,106.0
98136c75-48c6-4a9b-8bc3-b905c51df9ee,UUM 52,1,2,2015-09-22T08:17:34,2015-09-22T08:17:59.670875,140.2
8a79281d-a1d3-47aa-a8b5-8e09b10ae0c2,FAP 892,1,2,2015-03-20T08:29:21,2015-03-20T08:29:51.636487,117.5
8a2711ee-69e8-427b-945b-04172476ee8a,CQ 1225,1,2,2018-02-21T08:37:51,2018-02-21T08:38:18.372722,131.5
82776923-b7a6-4dd4-b26e-0cd17ecdd28a,BM 6,2,3,2016-04-04T08:49:25.128998,2016-04-04T08:49:59.167718,105.8
0c56485d-aa1a-4bc8-b4f2-55b0f065c953,NIR 90,1,2,2018-11-23T08:12:18,2018-11-23T08:12:43.049320,143.7
09f1bb9e-a6a7-4390-a5ab-096e88638508,MP 8785,2,3,2018-08-23T08:55:45.370181,2018-08-23T08:56:18.024013,110.2
e4307eda-1ff0-4e79-96c9-c7be0e99c28c,KOB 22,1,2,2017-03-09T08:37:49,2017-03-09T08:38:21.423077,111.0
047e0dd6-d357-4763-ab23-28c6e3d7ede4,VB 076,1,2,2019-07-24T08:59:37,2019-07-24T09:00:00.317839,154.4
44fc92b4-5c44-489c-ba9f-137a4105367a,YH 07,1,2,2019-12-22T08:01:22,2019-12-22T08:01:46.402122,147.5
d46e3c1b-476b-480e-8724-f28215f2b669,IR 3,1,2,2017-01-19T08:34:10,2017-01-19T08:34:40.994588,116.1
82bc6658-18c3-4bb1-9e9f-c9921c0b93ba,RC 1,2,3,2019-08-07T08:43:33.379195,2019-08-07T08:44:11.767111,93.8
8fff22bb-ed23-49d0-ad85-fde71a9cda00,OT 09,1,2,2019-04-13T08:19:14,2019-04-13T08:19:43.084385,123.8
53b6119f-1e76-445c-9a4c-ad723b49fcc3,YV 5,1,2,2017-09-13T08:13:12,2017-09-13T08:13:42.978727,116.2
89d20f2f-ff61-485b-8d3a-65e3875531d4,YK 84,2,3,2016-02-25T08:40:36.991344,2016-02-25T08:41:09.530964,110.6
9e9d8ff3-e265-4f35-9b69-ae1897eeed0e,SH 40,2,3,2016-11-29T08:45:34.858813,2016-11-29T08:46:10.228085,101.8
6df941a8-4765-4e9b-a3f2-8fdf18125b79,NP 9,2,3,2016-12-16T08:33:54.588287,2016-12-16T08:34:31.490490,97.6
f2156711-9daf-4c2f-b057-bf322acd435b,QPU 26,2,3,2020-08-16T08:06:13.333737,2020-08-16T08:06:46.971590,107.0
7edd525f-2cf8-46be-b74b-064510f03ce1,CJ 496,1,2,2019-09-07T08:15:22,2019-09-07T08:15:48.280123,137.0
da9a508a-9844-4ec6-870f-288c18331c73,WX 0,1,2,2015-06-24T08:49:29,2015-06-24T08:49:58.722191,121.1
fd497578-e6ea-4eec-a86d-ee87cdf5e630,NQ 1,2,3,2015-12-29T08:06:19.612668,2015-12-29T08:06:56.546605,97.5
49b63908-fd6d-4b3b-b480-88728e1e6da2,TY 483,1,2,2020-05-11T08:05:31,2020-05-11T08:06:01.280895,118.9
af2a8be9-77b1-40a4-a48a-a446b723a895,ZDS 8295,2,3,2017-10-28T09:00:32.538650,2017-10-28T09:01:09.676655,96.9
a1f0369d-8690-4975-8466-f8fdc683f393,YRZ 054,1,2,2020-08-29T08:01:42,2020-08-29T08:02:10.249932,127.4
6fbc3aff-6f44-4e88-a350-56de2d2a0268,SV 301,1,2,2019-03-22T08:04:33,2019-03-22T08:05:01.700340,125.4
9fc76d7e-8b21-443c-a83f-e5c404741635,SI 61,2,3,2015-06-12T08:52:54.683592,2015-06-12T08:53:27.528086,109.6
db6443eb-2d9b-4223-8c87-a5172b1d44ae,WPB 25,2,3,2016-08-03T08:42:13.977739,2016-08-03T08:42:50.773079,97.8
0638f2d0-e2b9-4112-83f6-c35c3dee299d,GI 062,1,2,2016-12-02T08:03:24,2016-12-02T08:03:55.328201,114.9
d19d5bee-9dad-4dc6-97c8-d99560c885a3,VLY 61,1,2,2018-04-12T08:11:13,2018-04-12T08:11:37.967138,144.2
707e8bc2-49b4-43ea-a9c5-4f6aea2672fe,CIF 7716,1,2,2016-03-22T08:06:50,2016-03-22T08:07:15.880435,139.1
04a5f8d9-5742-4119-bf84-3a19a240613b,RN 1,1,2,2019-12-31T08:53:13,2019-12-31T08:53:45.690472,110.1
9e1f5697-7792-4cb3-95e3-0e63ef143e50,JVH 49,1,2,2017-04-29T08:19:10,2017-04-29T08:19:34.103339,149.4
54185dee-3659-4ccd-9d1e-ba93b5b1cd9a,XU 30,2,3,2017-01-05T08:20:42.642149,2017-01-05T08:21:17.621479,102.9
a846e155-8987-4e97-ad03-0f10d0a6b058,FA 27,2,3,2018-03-06T08:42:20.734979,2018-03-06T08:42:53.991994,108.2
812179c2-8a5c-4c4e-a83a-7e1e7bc9b5a3,ZGK 893,1,2,2019-02-24T08:03:40,2019-02-24T08:04:10.891335,116.5
d6b4ffe5-70c6-4623-81be-0d024aaae269,JW 2,2,3,2020-11-24T08:58:30.556525,2020-11-24T08:59:03.496642,109.3
befa2609-3314-4fc7-b0a0-351a429cf5b0,EPK 7,1,2,2019-07-21T08:22:02,2019-07-21T08:22:28.176608,137.5
cee130d7-28c8-4427-a8f6-2fc45e942ba8,HX 186,2,3,2017-07-07T08:40:16.352807,2017-07-07T08:40:52.713094,99.0
0bae1dc2-4707-4169-8cca-2a1e50d2b39f,ZM 07,2,3,2015-04-07T08:52:27.224456,2015-04-07T08:53:04.244367,97.2
a5729158-58dd-4092-9f37-fa8d0727d2bc,GM 564,2,3,2020-04-05T08:15:03.576307,2020-04-05T08:15:35.447610,113.0
609a559c-66b8-423b-a2f6-d488bd8a5950,DT 369,2,3,2015-03-10T08:24:06.444582,2015-03-10T08:24:39.756123,108.1
f346edd4-acc3-4da3-8975-8789aa63f9f1,UVC 8,1,2,2015-07-16T08:54:47,2015-07-16T08:55:14.352444,131.6
991433c4-fa03-4618-ae72-835469a729f8,ROE 7,1,2,2018-04-17T08:10:59,2018-04-17T08:11:27.422955,126.7
98d2f219-0d5d-4826-9663-eee4d902c01f,IA 1,1,2,2016-09-19T08:31:55,2016-09-19T08:32:21.808437,134.3
c9609eab-5c85-45ed-8e3e-3b4e22d9126a,KIO 37,1,2,2015-05-22T08:30:53,2015-05-22T08:31:24.882065,112.9
753d2173-5abb-4582-9b11-efd7703f9572,DK 5475,1,2,2015-02-26T08:54:57,2015-02-26T08:55:27.797277,116.9
ac302003-73bf-4940-93ea-85cf87d5186a,QPQ 1272,1,2,2018-12-07T08:41:23,2018-12-07T08:41:50.989034,128.6
b30ef52f-8b7c-42ef-99b2-7671097faccb,NQA 585,1,2,2019-01-04T08:38:40,2019-01-04T08:39:12.118246,112.1
9ba3a007-f0c4-4f07-b034-fb791b7f0e3c,JJ 32,1,2,2016-09-20T08:48:50,2016-09-20T08:49:18.360696,126.9
66245b14-0f9d-40b4-a6ae-7695376c7f2c,VM 4637,1,2,2016-07-20T08:16:22,2016-07-20T08:16:49.650551,130.2
102e2abd-785d-4d94-bedc-18088ef5f783,JPS 022,1,2,2019-12-25T08:23:52,2019-12-25T08:24:22.346169,118.6
f564dff6-e031-46f7-904d-31091c3aa798,BF 228,1,2,2018-01-20T08:59:55,2018-01-20T09:00:27.314707,111.4
0c50dc97-6e7b-4382-a543-12bf3e9e94c2,HH 72,1,2,2016-08-21T08:02:12,2016-08-21T08:02:41.798708,120.8
70b92e50-58ed-41e8-be18-e4f530145751,YL 43,1,2,2020-07-16T08:59:28,2020-07-16T08:59:55.938794,128.9
2eaf72d3-f2b4-4eae-9128-8d6c70a4a7fc,SV 6,1,2,2020-10-30T08:57:59,2020-10-30T08:58:23.957959,144.2
4c9a7955-9f7b-4029-a24f-bb9c502485a3,QJ 495,1,2,2020-11-25T08:24:43,2020-11-25T08:25:08.738337,139.9
75149a6b-38fa-43d6-b0da-67c9ed7c72b6,MU 74,2,3,2018-07-26T08:33:52.130022,2018-07-26T08:34:25.301692,108.5
c28051a0-c4ed-4fb3-a5a4-1216918cf309,DBV 2,1,2,2019-05-07T08:59:53,2019-05-07T09:00:19.879159,133.9
20294f1a-ac64-46a4-a9df-baa85275f4f3,HMW 76,2,3,2018-03-31T08:41:53.751350,2018-03-31T08:42:29.951909,99.4
bc39345c-13fc-4be5-8d1b-f5b4f87c9a02,AH 0,1,2,2018-07-23T08:14:24,2018-07-23T08:14:53.997842,120.0
60ab1ae0-6029-4c61-95c6-a35a4d69356f,HIM 403,1,2,2017-05-27T08:42:29,2017-05-27T08:42:58.980457,120.1
3b19b257-fb6b-4f92-bc67-e31b1ff3d54c,FL 609,1,2,2020-11-10T08:28:04,2020-11-10T08:28:33.041204,124.0
0ac4559c-8e6c-40c1-9557-565c4adbe3ab,URD 2236,1,2,2019-02-18T08:25:28,2019-02-18T08:25:59.370000,114.8
06ae55d6-5efc-4c13-9f42-0d70838705ea,CH 30,1,2,2018-06-17T08:14:24,2018-06-17T08:14:54.727925,117.2
695b1037-5fdd-4a49-8d0b-bbd0632c5dfe,AC 4295,1,2,2019-10-14T08:12:40,2019-10-14T08:13:03.790605,151.3
2343c6db-a4a5-4c7e-8f08-d063ed0a4f2c,IEH 488,1,2,2018-08-26T08:55:00,2018-08-26T08:55:22.991036,156.6
dc5ca3fa-6792-4af8-a02a-7599c80644d0,BV 134,1,2,2016-10-31T08:09:54,2016-10-31T08:10:20.405468,136.3
5168bb12-567c-4885-969d-3d97a75b4891,CRU 95,1,2,2015-04-22T08:12:14,2015-04-22T08:12:37.444540,153.6
965c0254-b511-4cce-962b-b4f626e758c3,FB 182,2,3,2019-10-30T08:22:31.935155,2019-10-30T08:23:05.880052,106.1
959c021f-a934-493a-9d7d-b01fe01e411a,TVB 159,1,2,2017-08-28T08:46:29,2017-08-28T08:47:00.000924,116.1
bd0095ec-cc80-48db-ac77-979243d915a2,VC 8992,2,3,2016-01-01T08:13:35.158560,2016-01-01T08:14:13.409272,94.1
672663a0-8d94-4507-894a-b6e834db5c71,SIV 895,2,3,2015-06-10T08:32:29.831386,2015-06-10T08:33:04.599854,103.5
169afda1-f664-4523-8b02-b8d2a3999f80,AE 07,1,2,2018-06-08T08:47:02,2018-06-08T08:47:27.564210,140.8
d0dde035-94c2-4eab-96ea-8484774adc4b,AR 1754,1,2,2018-08-09T08:50:30,2018-08-09T08:50:58.847222,124.8
28373771-4e05-4f7c-b0b0-40845e97ebb2,OEQ 64,1,2,2018-12-09T08:40:01,2018-12-09T08:40:27.281167,137.0
72d0fdb5-9575-4d94-986a-96e6149f5065,WSD 56,1,2,2017-11-10T08:47:12,2017-11-10T08:47:36.032735,149.8
2ee60c4a-10d2-452f-be02-0e4524a0ffe5,WPQ 063,1,2,2020-05-27T08:57:03,2020-05-27T08:57:30.341037,131.7
eb9fc09d-2d71-4d0b-9a5f-d0890965adf0,FI 0069,1,2,2020-02-24T08:55:54,2020-02-24T08:56:20.564267,135.5
8c800d8b-81a3-45dc-8c31-e3870095c7d5,WLN 7139,2,3,2020-12-06T08:35:30.540503,2020-12-06T08:36:04.905793,104.8
715dba7c-4114-4794-8eae-da26f17a9890,GYL 522,1,2,2016-10-11T08:07:24,2016-10-11T08:07:54.638419,117.5
207b0c8c-c419-4419-8997-9fa761b383d0,FX 11,1,2,2015-05-05T08:28:36,2015-05-05T08:29:02.356416,136.6
